,CoC,Year,Organization Name,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Total Year Round Beds,Total Seasonal Beds,PIT Count,Total Beds,State,County
194156,CA-510,2020,Community Housing and Shelter Services - CHSS,CHSS Family Housing Facility,TH,,62292,C,53,,53.0,53,CA,Modesto
194157,CA-510,2020,Housing Authority County of Stanislaus - HACS,HACS VASH 7,PSH,,62292,C,38,,38.0,38,CA,Modesto
194158,CA-510,2020,Haven Women's Center,Haven Shelter,ES,F,62292,C,13,0.0,10.0,13,CA,Modesto
194165,CA-510,2020,Children's Crisis Center,Marsha's House,ES,F,62292,C,8,0.0,0.0,8,CA,Modesto
194167,CA-510,2020,Modesto Gospel Mission,New Life Women + Children,TH,,62292,C,26,,26.0,26,CA,Modesto
194170,CA-521,2020,Yolo County Housing,Getting to Zero Vouchers,PSH,,69113,C,28,,28.0,28,CA,Yolo County
194172,CA-521,2020,Yolo County Health and Human Services Agency,West Beamer Place - CalWORKs/Families,RRH,,64134,C,29,,29.0,29,CA,Woodland
194174,CA-522,2020,North Coast Veterans Resource Center,GPD - SHP 4th Street,TH,,69023,C,36,,25.0,36,CA,Humboldt County
194179,CA-522,2020,North Coast Veterans Resource Center,HCHV,ES,F,69023,C,15,,15.0,15,CA,Humboldt County
194183,CA-521,2020,Turning Point Community Programs,Helen M. Thompson Home A,TH,,69113,C,4,,2.0,4,CA,Yolo County
194198,CA-521,2020,Yolo Community Care Continuum,Haven House,ES,F,64134,C,4,0.0,2.0,4,CA,Woodland
194211,CA-613,2020,Imperial County Behavioral Health Services,Las Brisas Apartments,PSH,,61122,C,32,,40.0,32,CA,El Centro
194218,CA-521,2020,Yolo Community Care Continuum,Supported Housing Non-HUD,PSH,,64134,C,41,,41.0,41,CA,Woodland
194220,CA-521,2020,Turning Point Community Programs,Motel Voucher Clients,ES,V,69113,C,0,0.0,0.0,1,CA,Yolo County
194223,CA-521,2020,Fourth & Hope,Winter Church Shelter,ES,O,64134,C,0,15.0,7.0,15,CA,Woodland
194227,CA-521,2020,Mercy Coalition of West Sacramento,Winter Warming Centers - ES,ES,O,69113,C,0,20.0,6.0,20,CA,Yolo County
194230,CA-521,2020,Fourth & Hope,Extended Emergency Shelter,ES,F,64134,C,30,0.0,22.0,30,CA,Woodland
194268,CA-613,2020,WomanHaven Inc,Rapid Re-Housing Program (HUD),RRH,,61122,C,65,,65.0,65,CA,El Centro
194274,CA-613,2020,WomanHaven Inc,WomanHaven Emergency Shelter,ES,F,61122,C,39,,33.0,39,CA,El Centro
194342,CA-613,2020,Chist Community Church,New Creations Womens Shelter,TH,,61122,C,23,,10.0,23,CA,El Centro
194353,CA-613,2020,Catholic Charities,House of Hope,ES,F,61122,C,20,0.0,15.0,20,CA,El Centro
194449,CA-522,2020,Department of Health and Human Services Social Services,Humboldt Housing Consolidated,PSH,,69023,C,11,,7.0,11,CA,Humboldt County
194461,CA-522,2020,Department of Health and Human Services Social Services,Best Chance RRH,RRH,,69023,C,15,,15.0,15,CA,Humboldt County
194515,CA-503,2020,Sacramento Self Help Housing,Folsom Winter Shelter - ES,ES,O,69067,C,0,20.0,13.0,20,CA,Sacramento County
194585,CA-510,2020,Community Housing and Shelter Services - CHSS,TANF Motel Vouchers,ES,V,62292,C,82,,82.0,82,CA,Modesto
194589,CA-510,2020,Community Housing and Shelter Services - CHSS,WHSP,ES,V,62292,C,23,,23.0,23,CA,Modesto
194602,CA-510,2020,Modesto Gospel Mission,Mission Shelter Men,ES,F,62292,C,100,0.0,75.0,100,CA,Modesto
194633,CA-503,2020,Volunteers of America,ReSTART,PSH,,63144,C,198,,215.0,198,CA,Sacramento
194637,CA-503,2020,Waking The Village,Tubman OES,TH,,63144,C,16,,8.0,16,CA,Sacramento
194648,CA-512,2020,Catholic Worker Hospitality House,San Bruno House,ES,F,69081,C,8,,7.0,8,CA,San Mateo County
194649,CA-503,2020,Sacramento Veterans Resource Centers,GPD - Behavioral Health Center,TH,,69067,C,12,,11.0,12,CA,Sacramento County
194652,CA-503,2020,Sacramento Veterans Resource Centers,GPD Men's Transitional Housing,TH,,69067,C,42,,41.0,42,CA,Sacramento County
194661,CA-512,2020,Housing Authority of SM County,Colma Veterans Village - VASH,PSH,,69081,C,63,,63.0,63,CA,San Mateo County
194671,CA-510,2020,Modesto Gospel Mission,Warming & Cooling Center,ES,O,62292,C,42,,42.0,42,CA,Modesto
194696,CA-503,2020,Flexible Supportive Rehousing Program,Flexible Housing Pool (FHP) - RRH,RRH,,69067,C,17,,17.0,17,CA,Sacramento County
194703,CA-521,2020,Yolo County Housing,HUD-VASH Vouchers,PSH,,69113,C,40,,39.0,40,CA,Yolo County
194705,CA-503,2020,SHRA & VOA Partnership - Capitol Park Hotel,Capitol Park Hotel - Re-Housing VOA (RRH),RRH,,63144,C,29,,29.0,29,CA,Sacramento
194711,CA-503,2020,SHRA & VOA Partnership - Capitol Park Hotel,Capitol Park Hotel - Re-Housing SSHH (RRH),RRH,,63144,C,7,,7.0,7,CA,Sacramento
194714,CA-521,2020,Yolo County Health and Human Services Agency,Transitional Housing Placement Plus,TH,,69113,C,4,,4.0,4,CA,Yolo County
194721,CA-512,2020,Housing Authority of SM County,VASH Vouchers,PSH,,69081,C,285,,251.0,285,CA,San Mateo County
194724,CA-521,2020,Yolo County Health and Human Services Agency,Direct to Client - Motel/Hotel,ES,V,69113,C,0,0.0,2.0,2,CA,Yolo County
194736,CA-521,2020,Yolo County Health and Human Services Agency,CalWORKs - Temporary Homeless Assistance (THA),ES,V,69113,C,8,0.0,8.0,8,CA,Yolo County
194746,CA-521,2020,Yolo County Health and Human Services Agency,CalWORKs - Housing Allocation - Rapid Rehousing,RRH,,69113,C,203,,203.0,203,CA,Yolo County
194751,CA-521,2020,Yolo County Health and Human Services Agency,CalWORKs - Housing Allocation - Motel/Hotel Vouchers,ES,V,69113,C,47,0.0,47.0,47,CA,Yolo County
194752,CA-512,2020,Samaritan House,Safe Harbor Emergency Shelter - Overflow,ES,F,63564,C,0,,0.0,4,CA,South San Francisco
194755,CA-512,2020,Mental Health Association,Spring Street Transitional Housing,TH,,62976,C,7,,5.0,7,CA,Redwood City
194756,CA-503,2020,Volunteers of America,Vet Families Rapid Rehousing Program,RRH,,69067,C,27,,27.0,27,CA,Sacramento County
194757,CA-521,2020,Yolo Community Care Continuum,Supported Housing (Merged),PSH,,64134,C,13,,10.0,13,CA,Woodland
194768,CA-521,2020,Turning Point Community Programs,HSS - Permanent Supportive Housing,PSH,,69113,C,6,,6.0,6,CA,Yolo County
194789,CA-521,2020,Interfaith Rotating Winter Shelter of Davis,Interfaith Rotating Winter Shelter,ES,O,60942,C,0,40.0,21.0,40,CA,Davis
194792,CA-503,2020,Volunteers of America,Bringing Families Home - RRH,RRH,,63144,C,96,,96.0,96,CA,Sacramento
194795,CA-521,2020,Fourth & Hope,PSH Consolidated,PSH,,64134,C,19,,18.0,19,CA,Woodland
194796,CA-531,2020,Nevada County Dept of Social Services,CalWORKs Permanent HA,RRH,,69057,C,5,,5.0,5,CA,Nevada County
194798,CA-521,2020,Fourth & Hope,PSH Bonus 2016,PSH,,64134,C,4,,2.0,4,CA,Woodland
194804,CA-521,2020,Fourth & Hope,PSH 2015 Reallocation,PSH,,64134,C,28,,29.0,28,CA,Woodland
194809,CA-503,2020,"TLCS, Inc.",Human Resource Consultants RST - RRH,RRH,,69067,C,1,,1.0,1,CA,Sacramento County
194851,CA-531,2020,Nevada County Dept of Social Services,CalWORKs HSP,RRH,,69057,C,82,,82.0,82,CA,Nevada County
194852,CA-521,2020,Empower Yolo,Emergency Shelter for Victims of Crime,ES,F,69113,C,6,0.0,2.0,6,CA,Yolo County
194864,CA-521,2020,Davis Community Meals and Housing - City of Davis,Transitional Housing for Men and Women,TH,,60942,C,10,,8.0,10,CA,Davis
194888,CA-531,2020,Advocates for Mentally Ill Housing,Catherine Lane,PSH,,69057,C,6,,6.0,6,CA,Nevada County
194898,CA-503,2020,Volunteers of America,Countywide State ESG-Rapid Rehousing,RRH,,69067,C,14,,14.0,14,CA,Sacramento County
194899,CA-503,2020,Volunteers of America,County ESG - Rapid Rehousing,RRH,,69067,C,32,,32.0,32,CA,Sacramento County
194904,CA-503,2020,Volunteers of America,City ESG-Rapid Rehousing,RRH,,63144,C,18,,18.0,18,CA,Sacramento
194911,CA-503,2020,TLCS & Wind Youth Possibilities,Possibilites RRH Component (Joint RRH/TH Program),RRH,,63144,C,6,,6.0,6,CA,Sacramento
194914,CA-503,2020,Saint John's Program for Real Change,Saint John's Independent Housing Partnership,RRH,,63144,C,12,,12.0,12,CA,Sacramento
194921,CA-503,2020,Sacramento Veterans Resource Centers,SSVF-RRH,RRH,,63144,C,18,,18.0,18,CA,Sacramento
194936,CA-513,2020,Kings County Housing Authority,VASH,PSH,,69031,U,9,,,9,CA,Kings County
194945,CA-503,2020,Sacramento County Department of Human Assistance,HSP,RRH,,69067,C,443,,443.0,443,CA,Sacramento County
194948,CA-503,2020,Lutheran Social Services,Connections,RRH,,63144,C,26,,26.0,26,CA,Sacramento
194949,CA-503,2020,Berkeley Food and Housing Project,Roads Homes - RRH,RRH,,63144,C,26,,26.0,26,CA,Sacramento
194956,CA-521,2020,Davis Community Meals and Housing,New Pathways,TH,,60942,C,4,,4.0,4,CA,Davis
194957,CA-521,2020,Davis Community Meals and Housing,Family Transitional Housing,TH,,60942,C,10,,9.0,10,CA,Davis
194961,CA-503,2020,WIND,Xpanding Horizons - TH,TH,,63144,C,12,,10.0,12,CA,Sacramento
194962,CA-531,2020,North San Juan Community Center,NSJ Warming Shelter,ES,F,69057,C,0,20.0,15.0,20,CA,Nevada County
194965,CA-531,2020,Advocates for Mentally Ill Housing,Bridgeport,TH,,69057,C,5,,4.0,5,CA,Nevada County
194969,CA-521,2020,Davis Community Meals and Housing,Emergency Shelter,ES,F,60942,C,0,0.0,0.0,2,CA,Davis
194972,CA-503,2020,Waking The Village,Tubman RHY - TH,TH,,63144,C,6,,4.0,6,CA,Sacramento
194976,CA-503,2020,Sacramento Self Help Housing,Charlotte House - TH,TH,,69067,C,4,,3.0,4,CA,Sacramento County
194977,CA-503,2020,"Bridges, Inc",Bridges SLE - TH,TH,,63144,C,40,,44.0,40,CA,Sacramento
194980,CA-503,2020,Sacramento Self Help Housing,Shared Community - PSH,PSH,,69067,U,50,,,50,CA,Sacramento County
194982,CA-521,2020,City of Davis,Hotel/Motel,ES,V,60942,C,0,0.0,3.0,3,CA,Davis
194984,CA-503,2020,"TLCS, Inc.",PPHP (PACT Perm Housing Program) - Expansion 2018 - HUD PSH,PSH,,63144,C,20,,20.0,20,CA,Sacramento
194986,CA-503,2020,"TLCS, Inc.",PPHP (PACT Perm Housing Program) - Expansion II 2019 - HUD PSH,PSH,,69067,U,20,,,20,CA,Sacramento County
194987,CA-513,2020,Kings County Housing Authority,VASH,PSH,,69031,C,1,,1.0,1,CA,Kings County
194996,CA-524,2020,Sutter County CalWORKs,Housing Support Program,RRH,,69101,C,44,,44.0,44,CA,Sutter County
195012,CA-531,2020,Foothill House of Hospitality,Rapid ReHousing,RRH,,69057,C,10,,10.0,10,CA,Nevada County
195013,CA-531,2020,Community Beyond Violence,Emergency Shelter,ES,F,69057,C,18,0.0,13.0,18,CA,Nevada County
195037,CA-503,2020,Women Escaping A Violent Environment,Transitional Housing,TH,,69067,C,22,,22.0,22,CA,Sacramento County
195051,CA-503,2020,WIND,Transforming Living,TH,,69067,C,12,,5.0,12,CA,Sacramento County
195073,CA-503,2020,Waking The Village,Audre's RHY,TH,,69067,C,8,,7.0,8,CA,Sacramento County
195076,CA-514,2020,WestCare,ESG Project Unite,RRH,,61410,C,19,,19.0,19,CA,Fresno
195077,CA-503,2020,VOA - Mather Community Campus,Mather Community Campus Families,TH,,62928,C,68,,56.0,68,CA,Rancho Cordova City
195078,CA-503,2020,VOA - Mather Community Campus,GPD Program,TH,,69067,C,40,,33.0,40,CA,Sacramento County
195083,CA-503,2020,VOA - Adolfo Housing Services,AHS Scattered Sites - TH,TH,,69067,C,18,,19.0,18,CA,Sacramento County
195085,CA-503,2020,VOA - Adolfo Housing Services,Adolfo Mather THP Plus Housing for Foster Youth,TH,,69067,C,67,,46.0,67,CA,Sacramento County
195086,CA-503,2020,Turning Point Community Programs,TPCP:  Transitional Housing,TH,,69067,C,49,,49.0,49,CA,Sacramento County
195094,CA-503,2020,Union Gospel Mission,Grace Haven Annex,TH,,63144,C,4,,2.0,4,CA,Sacramento
195096,CA-503,2020,Union Gospel Mission,New Life Program,TH,,63144,C,28,,19.0,28,CA,Sacramento
195098,CA-503,2020,TLCS & Wind Youth Possibilities,Possibilities TH Component (Joint RRH/TH Program),TH,,63144,C,15,,11.0,15,CA,Sacramento
195101,CA-503,2020,Salvation Army,E. Claire Raley Transitional Living Program,TH,,63144,C,73,,61.0,73,CA,Sacramento
195110,CA-503,2020,Sacramento Veterans Resource Centers,GPD Women's Transitional Housing,TH,,69067,C,5,,5.0,5,CA,Sacramento County
195123,CA-503,2020,Lutheran Social Services,Housing with Dignity,TH,,69067,C,12,,11.0,12,CA,Sacramento County
195165,CA-503,2020,Sacramento Self Help Housing,Meadow House,TH,,69067,C,12,,8.0,12,CA,Sacramento County
195166,CA-503,2020,Sacramento Self Help Housing,Grace House,TH,,63144,C,5,,4.0,5,CA,Sacramento
195168,CA-503,2020,Sacramento LGBT Community Center,Emergency Housing for Victims of Crime - TH,TH,,63144,C,8,,6.0,8,CA,Sacramento
195186,CA-503,2020,Sacramento Veterans Resource Centers,Mather Veteran's Village - Income Based PSH,OPH,,69067,C,31,,36.0,31,CA,Sacramento County
195190,CA-503,2020,Flexible Supportive Rehousing Program,Flexible Supportive Rehousing Program - HCV,OPH,,69067,C,34,,31.0,34,CA,Sacramento County
195195,CA-503,2020,Flexible Supportive Rehousing Program,Flexible Supportive Rehousing Program - GF,OPH,,69067,C,26,,27.0,26,CA,Sacramento County
195317,CA-522,2020,Betty Chinn Foundation,Betty's House Family Shelter,ES,F,69023,C,33,,6.0,33,CA,Humboldt County
195319,CA-522,2020,Arcata House Partnership,Family Shelter,ES,F,69023,C,16,0.0,20.0,16,CA,Humboldt County
195320,CA-522,2020,Arcata House Partnership,Adult Shelter,ES,F,69023,C,20,0.0,21.0,20,CA,Humboldt County
195379,CA-503,2020,Turning Point Community Programs,YWCA,PSH,,63144,C,7,,7.0,7,CA,Sacramento
195380,CA-503,2020,Turning Point Community Programs,Pathways,PSH,,69067,C,23,,21.0,23,CA,Sacramento County
195381,CA-503,2020,Turning Point Community Programs,Mutual Housing at the Highlands,PSH,,69067,C,26,,25.0,26,CA,Sacramento County
195382,CA-503,2020,"TLCS, Inc.",Widening Opportunities For Rehabilitation and Knowledge,PSH,,63144,C,49,,44.0,49,CA,Sacramento
195383,CA-503,2020,"TLCS, Inc.",PACT Permanent housing Program (PPHP),PSH,,63144,C,39,,37.0,39,CA,Sacramento
195384,CA-503,2020,"TLCS, Inc.",New Direction Permanent Housing Project,PSH,,63144,C,64,,63.0,64,CA,Sacramento
195385,CA-503,2020,"TLCS, Inc.",Hotel Berry,PSH,,63144,C,10,,9.0,10,CA,Sacramento
195386,CA-503,2020,"TLCS, Inc.",Co-Ops (Folsom Oaks),PSH,,69067,C,37,,39.0,37,CA,Sacramento County
195388,CA-503,2020,Sacramento Veterans Resource Centers,Mather Veteran's Village - HUD VASH PSH,PSH,,69067,C,61,,68.0,61,CA,Sacramento County
195391,CA-503,2020,Sacramento Veterans Resource Centers,Mather Veteran's Village - HUD CoC PSH,PSH,,69067,C,25,,21.0,25,CA,Sacramento County
195392,CA-503,2020,Sacramento Self Help Housing,New Community,PSH,,69067,C,60,,63.0,60,CA,Sacramento County
195393,CA-503,2020,Sacramento Self Help Housing,Friendship Housing,PSH,,63144,C,24,,32.0,24,CA,Sacramento
195394,CA-503,2020,Sacramento Self Help Housing,Friendship Community,PSH,,69067,C,30,,6.0,30,CA,Sacramento County
195396,CA-503,2020,Sacramento Self Help Housing,Friendship Housing Expansion,PSH,,63144,C,40,,93.0,40,CA,Sacramento
195397,CA-503,2020,Sacramento Self Help Housing,Building Community,PSH,,69067,C,50,,50.0,50,CA,Sacramento County
195398,CA-503,2020,Sacramento Housing and Redevelopment Agency,SHRA:  Mercy Blvd Court (Budget Inn),PSH,,63144,C,14,,15.0,14,CA,Sacramento
195399,CA-503,2020,Sacramento Housing and Redevelopment Agency,Shelter Plus Care,PSH,,63144,C,783,,743.0,783,CA,Sacramento
195400,CA-503,2020,Sacramento Housing and Redevelopment Agency,Shasta Hotel SRA,PSH,,63144,C,18,,19.0,18,CA,Sacramento
195401,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,WIND SUS: Single TAY,PSH,,63144,C,12,,11.0,12,CA,Sacramento
195402,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,SUS: Single Adults (Overflow),PSH,,63144,C,6,,11.0,6,CA,Sacramento
195403,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,SUS: Seniors,PSH,,63144,C,40,,32.0,40,CA,Sacramento
195404,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,SUS: Omega Collaboration,PSH,,63144,C,3,,35.0,3,CA,Sacramento
195405,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,SUS: Adult Families,PSH,,63144,C,73,,67.0,73,CA,Sacramento
195406,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,LSS SUS: TAY Families,PSH,,63144,C,30,,37.0,30,CA,Sacramento
195407,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move - Step Up Sacramento,LSS SUS:  Single Adults,PSH,,63144,C,44,,43.0,44,CA,Sacramento
195408,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move,Home At Last,PSH,,63144,C,22,,25.0,22,CA,Sacramento
195409,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move,Casas De Esperanza,PSH,,69067,C,18,,18.0,18,CA,Sacramento County
195411,CA-503,2020,Mercy Housing,7 & H,PSH,,63144,C,75,,75.0,75,CA,Sacramento
195412,CA-503,2020,Mercy Housing,Mercy MLK Village - PSH,PSH,,63144,C,4,,4.0,4,CA,Sacramento
195414,CA-503,2020,Mercy Housing,Mercy MLK Village (The King Project) - HUD PSH,PSH,,69067,C,44,,40.0,44,CA,Sacramento County
195416,CA-503,2020,Mercy Housing,Blvd Court AKA Budget Inn,PSH,,63144,C,58,,55.0,58,CA,Sacramento
195418,CA-503,2020,Mercy Housing,Ardenaire Apartments,PSH,,63144,C,25,,21.0,25,CA,Sacramento
195419,CA-503,2020,Lutheran Social Services,Saybrook Permanent Supportive Housing Project,PSH,,63144,C,184,,171.0,184,CA,Sacramento
195420,CA-503,2020,Lutheran Social Services,Mutual Housing At the Highlands,PSH,,69067,C,21,,23.0,21,CA,Sacramento County
195421,CA-503,2020,Lutheran Social Services,Achieving Community Change Together,PSH,,63144,C,33,,34.0,33,CA,Sacramento
195422,CA-503,2020,Department of Veterans Affairs,VASH Vouchers,PSH,,62928,C,627,,627.0,627,CA,Rancho Cordova City
195423,CA-503,2020,Cottage Housing Inc.,Quinn Cottages,PSH,,63144,C,70,,67.0,70,CA,Sacramento
195425,CA-503,2020,Cottage Housing Inc.,McClellan Park Permanent Supportive Housing,PSH,,69067,C,137,,136.0,137,CA,Sacramento County
195426,CA-503,2020,Cottage Housing Inc.,McClellan Park - Non HUD PSH,PSH,,69067,C,147,,116.0,147,CA,Sacramento County
195450,CA-520,2020,Merced County Rescue Mission,Bridge to Hope - Los Banos,TH,,62250,C,9,,8.0,9,CA,Merced
195458,CA-520,2020,Merced County Rescue Mission,Bridge To Hope - Merced,TH,,62250,C,8,,8.0,8,CA,Merced
195463,CA-520,2020,Valley Crisis Center,Domestic Violence Shelter,ES,F,69047,C,12,,9.0,15,CA,Merced County
195466,CA-607,2020,Union Station Homeless Services,B3 PAS Adult Rapid Rehousing,RRH,,62724,U,0,,,0,CA,Pasadena
195483,CA-520,2020,Merced County Mental Health,Project Home Start,PSH,,69047,C,4,,4.0,4,CA,Merced County
195495,CA-503,2020,SSHH & City of Sacramento Partnership,City Scattered Site (CSS) Shelter - ES,ES,F,63144,C,40,,8.0,40,CA,Sacramento
195504,CA-503,2020,VOA - Bannon Street,Bannon Street Family Emergency Shelter (HEAP)  - ES,ES,F,63144,C,10,,14.0,10,CA,Sacramento
195535,CA-503,2020,Sacramento Self Help Housing,Rancho Cordova Winter Sanctuary - ES,ES,O,62928,C,0,20.0,23.0,20,CA,Rancho Cordova City
195536,CA-503,2020,Sacramento Self Help Housing,North Sacramento Winter Sanctuary - ES,ES,O,69067,C,0,20.0,18.0,20,CA,Sacramento County
195537,CA-503,2020,Sacramento Self Help Housing,Elk Grove Winter Sanctuary - ES,ES,O,61146,C,0,20.0,17.0,20,CA,Elk Grove
195544,CA-503,2020,Sacramento Self Help Housing,Citrus Heights HART - ES,ES,O,60726,C,0,20.0,12.0,20,CA,Citrus Heights
195545,CA-503,2020,Sacramento Self Help Housing,Carmichael Winter Sanctuary - ES,ES,O,69067,C,0,30.0,35.0,30,CA,Sacramento County
195560,CA-503,2020,Sacramento LGBT Community Center,Short-Term Transitional Emergency Program (HEAP) - ES,ES,F,63144,C,12,,12.0,12,CA,Sacramento
195563,CA-503,2020,Sacramento LGBT Community Center,Host Home Pilot Program - ES,ES,F,63144,C,10,,7.0,10,CA,Sacramento
195567,CA-503,2020,Sacramento County Re-housing Shelter,Re-Housing Shelter  (HEAP) - ES,ES,F,63144,C,10,,11.0,10,CA,Sacramento
195568,CA-520,2020,Merced County Rescue Mission,Hope Respite Care,ES,F,62250,C,24,,14.0,24,CA,Merced
195569,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move,Mather Singles Interim Housing - ES,ES,F,62928,C,80,,73.0,80,CA,Rancho Cordova City
195573,CA-503,2020,Sacramento Area Emergency Housing  DBA Next Move,Family Shelter (HEAP) - ES,ES,F,63144,C,9,,7.0,9,CA,Sacramento
195574,CA-607,2020,Step Up on Second,Step Up in Pasadena,PSH,,62724,C,11,,10.0,11,CA,Pasadena
195593,CA-515,2020,Koinonia Family Services,Koinonia Family Services,ES,F,69061,C,6,,3.0,6,CA,Placer County
195605,CA-515,2020,Sierra Community House,SCH Safe House,ES,O,69061,C,5,,2.0,5,CA,Placer County
195609,CA-502,2020,Bay Area Community Services (BACS),BACS-CAF-PSH-MHSA Older Adult-HCSA,PSH,,69001,C,16,,26.0,16,CA,Alameda County
195611,CA-515,2020,Whole Person Care,WPC Interim Care Program,ES,O,69061,C,4,,4.0,4,CA,Placer County
195612,CA-502,2020,RCD,International/Seminary,PSH,,62508,C,5,,10.0,5,CA,Oakland
195614,CA-515,2020,Placer County Adult System of Care,Casa Dewitt,TH,,69061,C,14,,10.0,14,CA,Placer County
195621,CA-506,2020,YWCA,YWCA Safe House,ES,F,63162,C,20,,9.0,20,CA,Salinas
195622,CA-515,2020,Advocates for Mentally Ill Housing,HEAP-RRH,RRH,,69061,C,1,,1.0,1,CA,Placer County
195628,CA-519,2020,True North Housing Alliance,Friends House,TH,,60684,C,8,,7.0,8,CA,Chico
195631,CA-505,2020,Contra Costa Health Services Homeless Program,Destination Home,PSH,,69013,C,12,,12.0,12,CA,Contra Costa County
195633,CA-513,2020,Housing Authority of Tulare Co.,Tulare County MVP,OPH,,69107,C,65,,65.0,65,CA,Tulare County
195638,CA-506,2020,Pajaro Rescue Mission,Pajaro Rescue Mission,ES,F,69053,C,34,0.0,32.0,34,CA,Monterey County
195639,CA-506,2020,Outreach United,I-HELP for Men,ES,O,62334,C,25,0.0,24.0,25,CA,Monterey
195641,CA-505,2020,Contra Costa Health Services Homeless Program,Philip Dorn Respite Center,ES,F,69013,C,32,0.0,26.0,32,CA,Contra Costa County
195646,CA-506,2020,Outreach United,I-HELP for Women,ES,O,62334,C,12,,12.0,12,CA,Monterey
195650,CA-505,2020,Trinity Center,Trinity Winter Shelter,ES,F,69013,C,0,38.0,41.0,38,CA,Contra Costa County
195651,CA-506,2020,Victory Mission,Victory Mission,ES,F,63162,C,66,0.0,65.0,66,CA,Salinas
195653,CA-505,2020,"SHELTER, Inc.",Project Thrive,PSH,,69013,C,31,,31.0,31,CA,Contra Costa County
195654,CA-505,2020,"SHELTER, Inc.",REACH Plus RRH for Families and Singles,RRH,,69013,C,59,,59.0,59,CA,Contra Costa County
195656,CA-505,2020,"SHELTER, Inc.",SSVF Rapid Rehousing,RRH,,69013,C,41,,41.0,41,CA,Contra Costa County
195660,CA-505,2020,Berkeley Food and Housing Project,Berkeley Food and Housing SSVF Rapid Rehousing,RRH,,69013,C,6,,6.0,6,CA,Contra Costa County
195663,CA-522,2020,North Coast Veterans Resource Center,Eureka Rapid Rehousing,RRH,,69023,C,11,,11.0,11,CA,Humboldt County
195664,CA-505,2020,Contra Costa Health Services Homeless Program,HUMS Permanent Supportive Housing,PSH,,69013,U,12,,,12,CA,Contra Costa County
195675,CA-519,2020,True North Housing Alliance,James Place,PSH,,60684,C,4,,4.0,4,CA,Chico
195683,CA-519,2020,True North Housing Alliance,Torres Shelter,ES,F,60684,C,160,0.0,155.0,180,CA,Chico
195685,CA-503,2020,FSC - North A Street Campus,North A Street Campus Emergency Shelter - ES,ES,F,63144,C,80,,78.0,80,CA,Sacramento
195686,CA-613,2020,WomanHaven Inc,WomanHaven Transitional Housing EHAP,TH,,61122,C,15,,13.0,15,CA,El Centro
195690,CA-603,2020,The Salvation Army,Hospitality House ES,ES,F,63348,C,6,,6.0,6,CA,Santa Barbara
195691,CA-603,2020,The Salvation Army,Hospitality House,TH,,63348,C,11,,16.0,11,CA,Santa Barbara
195695,CA-506,2020,Housing Resource Center,Housing Support Program,RRH,,69053,C,96,,96.0,96,CA,Monterey County
195696,CA-515,2020,Stand Up Placer,Rapid Re-Housing,RRH,,69061,C,30,,30.0,30,CA,Placer County
195697,CA-506,2020,Housing Resource Center,Family Stabilization Program,RRH,,69053,C,22,,22.0,22,CA,Monterey County
195701,CA-506,2020,MidPen Housing Corp,Moon Gate Plaza,PSH,,69053,C,10,,0.0,10,CA,Monterey County
195707,CA-608,2020,LightHouse Social Service Centers,Lighthouse SSC Rapid Rehousing,RRH,,62367,C,58,,58.0,58,CA,Moreno Valley
195710,CA-608,2020,LightHouse Social Service Centers,LSSC SSVF Rapid Re-Housing,RRH,,69065,C,8,,8.0,8,CA,Riverside County
195723,CA-505,2020,Satellite Affordable Housing Associates,Columbia Park Manor,OPH,,62790,C,6,,6.0,6,CA,Pittsburg
195724,CA-505,2020,Resources for Community Development/Lifelong Medical,St. Pauls Commons,PSH,,69013,U,14,,,14,CA,Contra Costa County
195727,CA-524,2020,Bridges to Housing,Rapid Re-Housing,RRH,,69115,C,0,,0.0,0,CA,Yuba County
195731,CA-524,2020,Yuba County CalWORKs,Temporary Homeless Assistance Program,ES,V,69115,C,60,0.0,37.0,60,CA,Yuba County
195732,CA-603,2020,Santa Barbara Community Housing Corporation,Faulding Hotel,PSH,,63348,C,10,,10.0,10,CA,Santa Barbara
195733,CA-524,2020,County of Yuba,14Forward,ES,F,69115,C,40,,27.0,40,CA,Yuba County
195735,CA-524,2020,Regional Emergency Shelter Team,Regional Emergency Shelter Team,ES,O,69101,C,0,30.0,14.0,30,CA,Sutter County
195736,CA-613,2020,WomanHaven Inc,Rapid Re-Housing Program (ESG),RRH,,61122,C,84,,84.0,84,CA,El Centro
195739,CA-506,2020,Veterans Transition Center,ERS,ES,F,69053,C,10,0.0,10.0,10,CA,Monterey County
