Geographic,State,NAME,FY 2021 PPRN
299093,MO,Iron County,"$30,228"
299095,MO,Jackson County,"$208,388"
299097,MO,Jasper County,"$186,649"
299099,MO,Jefferson County,"$391,465"
299101,MO,Johnson County,"$121,739"
299103,MO,Knox County,"$21,069"
299105,MO,Laclede County,"$97,281"
299107,MO,Lafayette County,"$85,967"
299109,MO,Lawrence County,"$106,200"
299111,MO,Lewis County,"$29,810"
299113,MO,Lincoln County,"$111,859"
299115,MO,Linn County,"$48,596"
299117,MO,Livingston County,"$49,935"
299119,MO,McDonald County,"$83,325"
299121,MO,Macon County,"$53,133"
299123,MO,Madison County,"$30,240"
299125,MO,Maries County,"$24,508"
299127,MO,Marion County,"$112,459"
299129,MO,Mercer County,"$14,579"
299131,MO,Miller County,"$60,230"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
299133,MO,Mississippi County,"$53,595"
299135,MO,Moniteau County,"$43,255"
299137,MO,Monroe County,"$26,105"
299139,MO,Montgomery County,"$35,828"
299141,MO,Morgan County,"$56,178"
299143,MO,New Madrid County,"$55,282"
299145,MO,Newton County,"$112,243"
299147,MO,Nodaway County,"$74,615"
299149,MO,Oregon County,"$35,956"
299151,MO,Osage County,"$30,791"
299153,MO,Ozark County,"$31,245"
299155,MO,Pemiscot County,"$59,241"
299157,MO,Perry County,"$34,584"
299159,MO,Pettis County,"$140,959"
299161,MO,Phelps County,"$110,771"
299163,MO,Pike County,"$60,527"
299165,MO,Platte County,"$73,483"
299167,MO,Polk County,"$71,388"
299169,MO,Pulaski County,"$89,555"
299171,MO,Putnam County,"$17,915"
299173,MO,Ralls County,"$27,622"
299175,MO,Randolph County,"$88,283"
299177,MO,Ray County,"$57,631"
299179,MO,Reynolds County,"$14,791"
299181,MO,Ripley County,"$38,916"
299183,MO,St. Charles County,"$348,053"
299185,MO,St. Clair County,"$35,653"
299186,MO,Ste. Genevieve County,"$48,404"
299187,MO,St. Francois County,"$153,708"
299189,MO,St Louis County,"$4,884,328"
299195,MO,Saline County,"$77,983"
299197,MO,Schuyler County,"$20,017"
299199,MO,Scotland County,"$23,052"
299201,MO,Scott County,"$120,228"
299203,MO,Shannon County,"$31,632"
299205,MO,Shelby County,"$26,471"
299207,MO,Stoddard County,"$63,954"
299209,MO,Stone County,"$63,028"
299211,MO,Sullivan County,"$27,933"
299213,MO,Taney County,"$136,254"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
299215,MO,Texas County,"$75,372"
299217,MO,Vernon County,"$58,358"
299219,MO,Warren County,"$87,085"
299221,MO,Washington County,"$66,056"
299223,MO,Wayne County,"$38,205"
299225,MO,Webster County,"$113,129"
299227,MO,Worth County,"$12,221"
299229,MO,Wright County,"$64,109"
300066,MT,Billings,"$208,494"
300342,MT,Great Falls,"$256,198"
300540,MT,Missoula,"$182,864"
309001,MT,Beaverhead County,"$29,867"
309003,MT,Big Horn County,"$73,656"
309005,MT,Blaine County,"$31,007"
309007,MT,Broadwater County,"$11,609"
309009,MT,Carbon County,"$33,009"
309011,MT,Carter County,"$4,486"
309013,MT,Cascade County,"$44,855"
309015,MT,Chouteau County,"$21,263"
309017,MT,Custer County,"$30,359"
309019,MT,Daniels County,"$5,724"
309021,MT,Dawson County,"$27,830"
309023,MT,Deer Lodge County,"$41,328"
309025,MT,Fallon County,"$7,075"
309027,MT,Fergus County,"$42,907"
309029,MT,Flathead County,"$222,427"
309031,MT,Gallatin County,"$210,518"
309033,MT,Garfield County,"$2,526"
309035,MT,Glacier County,"$57,861"
309037,MT,Golden Valley County,"$3,711"
309039,MT,Granite County,"$12,268"
309041,MT,Hill County,"$48,347"
309043,MT,Jefferson County,"$20,075"
309045,MT,Judith Basin County,"$8,652"
309047,MT,Lake County,"$94,058"
309049,MT,Lewis and Clark County,"$141,808"
309051,MT,Liberty County,"$6,246"
309053,MT,Lincoln County,"$42,454"
309055,MT,McCone County,"$4,579"
309057,MT,Madison County,"$23,959"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
309059,MT,Meagher County,"$7,590"
309061,MT,Mineral County,"$11,883"
309063,MT,Missoula County,"$76,601"
309065,MT,Musselshell County,"$19,336"
309067,MT,Park County,"$49,635"
309069,MT,Petroleum County,"$2,190"
309071,MT,Phillips County,"$14,428"
309073,MT,Pondera County,"$17,418"
309075,MT,Powder River County,"$4,122"
309077,MT,Powell County,"$23,036"
309079,MT,Prairie County,"$5,003"
309081,MT,Ravalli County,"$96,757"
309083,MT,Richland County,"$21,504"
309085,MT,Roosevelt County,"$43,600"
309087,MT,Rosebud County,"$28,131"
309089,MT,Sanders County,"$32,092"
309091,MT,Sheridan County,"$12,249"
309093,MT,Silver Bow County,"$151,400"
309095,MT,Stillwater County,"$20,496"
309097,MT,Sweet Grass County,"$10,490"
309099,MT,Teton County,"$18,259"
309101,MT,Toole County,"$13,468"
309103,MT,Treasure County,"$2,901"
309105,MT,Valley County,"$18,599"
309107,MT,Wheatland County,"$10,565"
309109,MT,Wibaux County,"$3,280"
309111,MT,Yellowstone County,"$96,221"
310276,NE,Bellevue,"$109,233"
311254,NE,Grand Island,"$135,481"
311710,NE,Lincoln,"$1,679,116"
312208,NE,Omaha,"$4,080,475"
319001,NE,Adams County,"$98,128"
319003,NE,Antelope County,"$27,452"
319005,NE,Arthur County,"$1,669"
319007,NE,Banner County,"$2,666"
319009,NE,Blaine County,"$2,142"
319011,NE,Boone County,"$20,406"
319013,NE,Box Butte County,"$39,048"
319015,NE,Boyd County,"$10,496"
319017,NE,Brown County,"$14,354"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
319019,NE,Buffalo County,"$168,340"
319021,NE,Burt County,"$29,387"
319023,NE,Butler County,"$30,080"
319025,NE,Cass County,"$66,335"
319027,NE,Cedar County,"$31,039"
319029,NE,Chase County,"$13,129"
319031,NE,Cherry County,"$20,051"
319033,NE,Cheyenne County,"$32,076"
319035,NE,Clay County,"$25,818"
319037,NE,Colfax County,"$48,539"
319039,NE,Cuming County,"$31,514"
319041,NE,Custer County,"$48,395"
319043,NE,Dakota County,"$122,872"
319045,NE,Dawes County,"$38,940"
319047,NE,Dawson County,"$110,841"
319049,NE,Deuel County,"$8,202"
319051,NE,Dixon County,"$24,579"
319053,NE,Dodge County,"$129,343"
319055,NE,Douglas County,"$171,913"
319057,NE,Dundy County,"$8,130"
319059,NE,Fillmore County,"$24,693"
319061,NE,Franklin County,"$16,428"
319063,NE,Frontier County,"$10,172"
319065,NE,Furnas County,"$25,109"
319067,NE,Gage County,"$68,688"
319069,NE,Garden County,"$10,077"
319071,NE,Garfield County,"$8,240"
319073,NE,Gosper County,"$5,931"
319075,NE,Grant County,"$3,776"
319077,NE,Greeley County,"$11,427"
319079,NE,Hall County,"$24,493"
319081,NE,Hamilton County,"$29,237"
319083,NE,Harlan County,"$16,170"
319085,NE,Hayes County,"$4,103"
319087,NE,Hitchcock County,"$13,911"
319089,NE,Holt County,"$32,790"
319091,NE,Hooker County,"$2,951"
319093,NE,Howard County,"$22,519"
319095,NE,Jefferson County,"$32,259"
319097,NE,Johnson County,"$18,648"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
319099,NE,Kearney County,"$23,877"
319101,NE,Keith County,"$25,285"
319103,NE,Keya Paha County,"$3,357"
319105,NE,Kimball County,"$12,886"
319107,NE,Knox County,"$37,092"
319109,NE,Lancaster County,"$45,717"
319111,NE,Lincoln County,"$129,026"
319113,NE,Logan County,"$3,230"
319115,NE,Loup County,"$2,058"
319117,NE,McPherson County,"$1,882"
319119,NE,Madison County,"$151,716"
319121,NE,Merrick County,"$30,994"
319123,NE,Morrill County,"$18,374"
319125,NE,Nance County,"$15,015"
319127,NE,Nemaha County,"$29,344"
319129,NE,Nuckolls County,"$20,864"
319131,NE,Otoe County,"$54,102"
319133,NE,Pawnee County,"$16,920"
319135,NE,Perkins County,"$7,432"
319137,NE,Phelps County,"$28,437"
319139,NE,Pierce County,"$22,948"
319141,NE,Platte County,"$100,311"
319143,NE,Polk County,"$19,188"
319145,NE,Red Willow County,"$38,066"
319147,NE,Richardson County,"$44,776"
319149,NE,Rock County,"$4,813"
319151,NE,Saline County,"$54,381"
319153,NE,Sarpy County,"$225,876"
319155,NE,Saunders County,"$70,397"
319157,NE,Scotts Bluff County,"$121,895"
319159,NE,Seward County,"$47,849"
319161,NE,Sheridan County,"$26,253"
319163,NE,Sherman County,"$14,902"
319165,NE,Sioux County,"$7,722"
319167,NE,Stanton County,"$19,503"
319169,NE,Thayer County,"$21,963"
319171,NE,Thomas County,"$2,841"
319173,NE,Thurston County,"$64,548"
319175,NE,Valley County,"$17,852"
319177,NE,Washington County,"$53,292"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
319179,NE,Wayne County,"$34,883"
319181,NE,Webster County,"$18,156"
319183,NE,Wheeler County,"$2,360"
319185,NE,York County,"$46,010"
320096,NV,Henderson,"$468,167"
320108,NV,Las Vegas,"$4,516,530"
320138,NV,North Las Vegas,"$1,629,738"
320150,NV,Reno,"$1,860,451"
320156,NV,Sparks,"$216,931"
329001,NV,Churchill County,"$55,863"
329003,NV,Clark County,"$6,933,818"
329005,NV,Douglas County,"$83,139"
329007,NV,Elko County,"$131,054"
329009,NV,Esmeralda County,"$9,516"
329011,NV,Eureka County,"$9,176"
329013,NV,Humboldt County,"$56,382"
329015,NV,Lander County,"$20,077"
329017,NV,Lincoln County,"$24,076"
329019,NV,Lyon County,"$112,775"
329021,NV,Mineral County,"$16,560"
329023,NV,Nye County,"$112,405"
329027,NV,Pershing County,"$28,784"
329029,NV,Storey County,"$12,112"
329031,NV,Washoe County,"$195,156"
329033,NV,White Pine County,"$103,088"
329510,NV,Carson City,"$135,114"
330378,NH,Dover,"$91,166"
330930,NH,Manchester,"$1,533,428"
331026,NH,Nashua,"$210,616"
331254,NH,Portsmouth,"$168,956"
331284,NH,Rochester,"$80,663"
339001,NH,Belknap County,"$197,533"
339003,NH,Carroll County,"$176,003"
339005,NH,Cheshire County,"$273,650"
339007,NH,Coos County,"$154,486"
339009,NH,Grafton County,"$319,586"
339011,NH,Hillsborough County,"$396,688"
339013,NH,Merrimack County,"$440,576"
339015,NH,Rockingham County,"$636,623"
339017,NH,Strafford County,"$166,564"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
339019,NH,Sullivan County,"$157,271"
340072,NJ,Asbury Park,"$131,173"
340078,NJ,Atlantic City,"$423,918"
340138,NJ,Bayonne,"$1,355,672"
340246,NJ,Bloomfield,"$331,486"
340318,NJ,Brick Township,"$95,831"
340324,NJ,Bridgeton,"$106,477"
340414,NJ,Camden,"$2,188,425"
340474,NJ,Cherry Hill,"$147,377"
340540,NJ,Clifton,"$362,920"
340672,NJ,Toms River Township,"$128,401"
340732,NJ,East Orange,"$466,818"
340780,NJ,Edison,"$188,272"
340798,NJ,Elizabeth,"$1,375,559"
340870,NJ,Ewing Township,"$77,179"
341008,NJ,Franklin Township,"$86,708"
341110,NJ,Gloucester Twp,"$97,045"
341206,NJ,Hamilton,"$214,778"
341362,NJ,Hoboken City,"$345,531"
341416,NJ,Howell Township,"$62,892"
341434,NJ,Irvington,"$370,584"
341446,NJ,Jackson Township,"$57,743"
341464,NJ,Jersey City,"$5,037,767"
341566,NJ,Lakewood Township,"$450,304"
341716,NJ,Long Branch,"$159,151"
341974,NJ,Middletown,"$84,142"
342016,NJ,Millville,"$94,689"
342190,NJ,Newark,"$6,316,098"
342196,NJ,New Brunswick,"$274,798"
342250,NJ,North Bergen Township,"$225,530"
342340,NJ,Ocean City,"$91,159"
342378,NJ,Old Bridge Township,"$86,024"
342448,NJ,Parsippany-Troyhills Twp,"$68,499"
342454,NJ,Passaic,"$1,173,789"
342466,NJ,Paterson,"$2,201,275"
342532,NJ,Perth Amboy,"$209,059"
342646,NJ,Princeton,"$77,013"
342886,NJ,Sayreville,"$70,196"
343216,NJ,Trenton,"$2,551,551"
343234,NJ,Union City,"$335,624"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
343252,NJ,Union Township,"$205,988"
343330,NJ,Vineland,"$157,715"
343402,NJ,Washington Township,"$46,443"
343438,NJ,Wayne Township,"$62,290"
343624,NJ,Woodbridge,"$217,072"
349001,NJ,Atlantic County,"$379,590"
349003,NJ,Bergen County,"$8,151,043"
349005,NJ,Burlington County,"$472,094"
349007,NJ,Camden County,"$2,129,793"
349009,NJ,Cape May County,"$369,702"
349011,NJ,Cumberland County,"$152,565"
349013,NJ,Essex County,"$4,715,757"
349015,NJ,Gloucester County,"$387,198"
349017,NJ,Hudson County,"$1,863,165"
349019,NJ,Hunterdon County,"$326,208"
349021,NJ,Mercer County,"$321,130"
349023,NJ,Middlesex County,"$1,685,488"
349025,NJ,Monmouth County,"$2,166,743"
349027,NJ,Morris County,"$1,705,906"
349029,NJ,Ocean County,"$1,045,699"
349031,NJ,Passaic County,"$289,567"
349033,NJ,Salem County,"$274,718"
349035,NJ,Somerset County,"$348,267"
349037,NJ,Sussex County,"$342,456"
349039,NJ,Union County,"$4,059,424"
349041,NJ,Warren County,"$383,176"
350012,NM,Albuquerque,"$3,925,315"
350204,NM,Farmington,"$123,756"
350336,NM,Las Cruces,"$302,000"
350479,NM,Rio Rancho,"$186,896"
350534,NM,Santa Fe,"$194,622"
359001,NM,Bernalillo County,"$254,790"
359003,NM,Catron County,"$17,330"
359005,NM,Chaves County,"$181,309"
359006,NM,Cibola County,"$98,349"
359007,NM,Colfax County,"$91,464"
359009,NM,Curry County,"$128,057"
359011,NM,De Baca County,"$12,334"
359013,NM,Do±a Ana County,"$376,711"
359015,NM,Eddy County,"$132,665"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
359017,NM,Grant County,"$104,857"
359019,NM,Guadalupe County,"$21,301"
359021,NM,Harding County,"$9,284"
359023,NM,Hidalgo County,"$21,642"
359025,NM,Lea County,"$168,360"
359027,NM,Lincoln County,"$56,962"
359028,NM,Los Alamos County,"$21,117"
359029,NM,Luna County,"$72,933"
359031,NM,McKinley County,"$321,947"
359033,NM,Mora County,"$32,627"
359035,NM,Otero County,"$146,630"
359037,NM,Quay County,"$31,675"
359039,NM,Rio Arriba County,"$116,134"
359041,NM,Roosevelt County,"$53,691"
359043,NM,Sandoval County,"$130,738"
359045,NM,San Juan County,"$248,853"
359047,NM,San Miguel County,"$170,749"
359049,NM,Santa Fe County,"$137,219"
359051,NM,Sierra County,"$53,765"
359053,NM,Socorro County,"$57,279"
359055,NM,Taos County,"$134,365"
359057,NM,Torrance County,"$59,430"
359059,NM,Union County,"$23,057"
359061,NM,Valencia County,"$180,527"
360040,NY,Albany,"$2,949,085"
360152,NY,Amherst Town,"$197,506"
360300,NY,Auburn,"$282,026"
360352,NY,Babylon Town,"$346,458"
360556,NY,Binghamton,"$1,670,834"
360744,NY,Brookhaven Town,"$705,532"
360784,NY,Buffalo,"$12,105,139"
361152,NY,Cheektowaga Town,"$332,414"
361256,NY,Clay Town,"$89,188"
361380,NY,Colonie Town,"$112,932"
361756,NY,Dunkirk,"$147,422"
362000,NY,Elmira,"$392,010"
362480,NY,Glen Falls,"$155,530"
362572,NY,Greece,"$134,954"
362688,NY,Hamburg Town,"$132,777"
363088,NY,Huntington Town,"$274,787"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
363140,NY,Irondequoit,"$290,555"
363160,NY,Islip Town,"$1,756,564"
363168,NY,Ithaca,"$216,387"
363180,NY,Jamestown,"$379,776"
363300,NY,Kingston,"$237,293"
364004,NY,Middletown,"$157,435"
364212,NY,Mount Vernon,"$1,472,881"
364320,NY,Newburgh,"$276,670"
364408,NY,New Rochelle,"$459,670"
364436,NY,New York,"$149,585,105"
364448,NY,Niagara Falls,"$2,056,796"
365312,NY,Poughkeepsie,"$264,124"
365544,NY,Rochester,"$7,152,237"
365572,NY,Rome,"$329,826"
365800,NY,Saratoga Springs,"$97,858"
365848,NY,Schenectady,"$2,000,217"
366376,NY,Syracuse,"$4,363,032"
366468,NY,Tonawanda Town,"$1,466,460"
366500,NY,Troy,"$1,576,791"
366588,NY,Union Town,"$406,099"
366612,NY,Utica,"$2,212,862"
366848,NY,Watertown City,"$291,843"
367024,NY,West Seneca,"$106,219"
367096,NY,White Plains,"$279,227"
367260,NY,Yonkers,"$3,071,047"
369001,NY,Albany County,"$435,395"
369003,NY,Allegany County,"$245,079"
369007,NY,Broome County,"$366,517"
369009,NY,Cattaraugus County,"$448,259"
369011,NY,Cayuga County,"$206,788"
369013,NY,Chautauqua County,"$445,011"
369015,NY,Chemung County,"$203,527"
369017,NY,Chenango County,"$275,075"
369019,NY,Clinton County,"$401,071"
369021,NY,Columbia County,"$282,667"
369023,NY,Cortland County,"$256,343"
369025,NY,Delaware County,"$303,681"
369027,NY,Dutchess County,"$460,081"
369029,NY,Erie County,"$2,444,758"
369031,NY,Essex County,"$199,721"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
369033,NY,Franklin County,"$285,674"
369035,NY,Fulton County,"$294,821"
369037,NY,Genesee County,"$281,099"
369039,NY,Greene County,"$234,795"
369041,NY,Hamilton County,"$41,011"
369043,NY,Herkimer County,"$361,500"
369045,NY,Jefferson County,"$406,100"
369049,NY,Lewis County,"$138,880"
369051,NY,Livingston County,"$300,677"
369053,NY,Madison County,"$320,055"
369055,NY,Monroe County,"$1,604,871"
369057,NY,Montgomery County,"$309,647"
369059,NY,Nassau County,"$12,493,063"
369063,NY,Niagara County,"$617,546"
369065,NY,Oneida County,"$506,950"
369067,NY,Onondaga County,"$1,784,558"
369069,NY,Ontario County,"$433,986"
369071,NY,Orange County,"$1,569,201"
369073,NY,Orleans County,"$229,584"
369075,NY,Oswego County,"$736,035"
369077,NY,Otsego County,"$348,368"
369079,NY,Putnam County,"$286,216"
369083,NY,Rensselaer County,"$372,940"
369087,NY,Rockland County,"$1,409,269"
369089,NY,St. Lawrence County,"$614,471"
369091,NY,Saratoga County,"$592,212"
369093,NY,Schenectady County,"$255,713"
369095,NY,Schoharie County,"$148,468"
369097,NY,Schuyler County,"$101,580"
369099,NY,Seneca County,"$155,841"
369101,NY,Steuben County,"$501,917"
369103,NY,Suffolk County,"$1,224,803"
369105,NY,Sullivan County,"$407,783"
369107,NY,Tioga County,"$204,759"
369109,NY,Tompkins County,"$298,325"
369111,NY,Ulster County,"$676,293"
369113,NY,Warren County,"$173,272"
369115,NY,Washington County,"$295,096"
369117,NY,Wayne County,"$397,351"
369119,NY,Westchester County,"$3,194,772"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
369121,NY,Wyoming County,"$198,185"
369123,NY,Yates County,"$131,591"
370108,NC,Asheville,"$331,853"
370432,NC,Burlington,"$149,487"
370504,NC,Cary,"$220,174"
370552,NC,Chapel Hill,"$132,375"
370558,NC,Charlotte,"$5,150,454"
370660,NC,Concord,"$215,695"
370828,NC,Durham,"$1,762,183"
371002,NC,Fayetteville,"$486,332"
371092,NC,Gastonia,"$208,180"
371158,NC,Goldsboro,"$111,287"
371188,NC,Greensboro,"$1,948,330"
371194,NC,Greenville,"$309,961"
371338,NC,Hickory,"$104,849"
371356,NC,High Point,"$297,787"
371452,NC,Jacksonville,"$118,233"
371494,NC,Kannapolis,"$124,155"
371644,NC,Lenoir,"$46,366"
371944,NC,Morganton,"$47,306"
372028,NC,New Bern city,"$82,031"
372304,NC,Raleigh,"$2,751,928"
372406,NC,Rocky Mount,"$166,917"
372508,NC,Salisbury,"$91,027"
373144,NC,Wilmington,"$329,751"
373180,NC,Winston-Salem,"$1,906,119"
379001,NC,Alamance County,"$259,596"
379003,NC,Alexander County,"$93,396"
379005,NC,Alleghany County,"$30,125"
379007,NC,Anson County,"$93,716"
379009,NC,Ashe County,"$101,604"
379011,NC,Avery County,"$57,783"
379013,NC,Beaufort County,"$147,165"
379015,NC,Bertie County,"$61,964"
379017,NC,Bladen County,"$106,586"
379019,NC,Brunswick County,"$274,168"
379021,NC,Buncombe County,"$382,612"
379023,NC,Burke County,"$209,095"
379025,NC,Cabarrus County,"$131,306"
379027,NC,Caldwell County,"$155,266"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
379029,NC,Camden County,"$23,261"
379031,NC,Carteret County,"$159,318"
379033,NC,Caswell County,"$81,453"
379035,NC,Catawba County,"$278,143"
379037,NC,Chatham County,"$155,665"
379039,NC,Cherokee County,"$69,976"
379041,NC,Chowan County,"$64,880"
379043,NC,Clay County,"$24,840"
379045,NC,Cleveland County,"$272,928"
379047,NC,Columbus County,"$176,940"
379049,NC,Craven County,"$153,470"
379051,NC,Cumberland County,"$274,344"
379053,NC,Currituck County,"$51,511"
379055,NC,Dare County,"$90,843"
379057,NC,Davidson County,"$412,081"
379059,NC,Davie County,"$112,373"
379061,NC,Duplin County,"$235,104"
379063,NC,Durham County,"$68,687"
379065,NC,Edgecombe County,"$121,404"
379067,NC,Forsyth County,"$238,261"
379069,NC,Franklin County,"$157,140"
379071,NC,Gaston County,"$361,668"
379073,NC,Gates County,"$37,796"
379075,NC,Graham County,"$20,810"
379077,NC,Granville County,"$149,115"
379079,NC,Greene County,"$67,010"
379081,NC,Guilford County,"$228,998"
379083,NC,Halifax County,"$217,455"
379085,NC,Harnett County,"$336,329"
379087,NC,Haywood County,"$213,836"
379089,NC,Henderson County,"$253,192"
379091,NC,Hertford County,"$68,313"
379093,NC,Hoke County,"$151,378"
379095,NC,Hyde County,"$17,985"
379097,NC,Iredell County,"$388,422"
379099,NC,Jackson County,"$114,991"
379101,NC,Johnston County,"$425,562"
379103,NC,Jones County,"$33,565"
379105,NC,Lee County,"$161,360"
379107,NC,Lenoir County,"$179,153"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
379109,NC,Lincoln County,"$190,983"
379111,NC,McDowell County,"$143,826"
379113,NC,Macon County,"$98,848"
379115,NC,Madison County,"$85,837"
379117,NC,Martin County,"$83,336"
379119,NC,Mecklenburg County,"$251,658"
379121,NC,Mitchell County,"$62,839"
379123,NC,Montgomery County,"$85,969"
379125,NC,Moore County,"$219,493"
379127,NC,Nash County,"$162,231"
379129,NC,New Hanover County,"$206,373"
379131,NC,Northampton County,"$80,631"
379133,NC,Onslow County,"$260,675"
379135,NC,Orange County,"$178,097"
379137,NC,Pamlico County,"$35,156"
379139,NC,Pasquotank County,"$143,839"
379141,NC,Pender County,"$138,632"
379143,NC,Perquimans County,"$54,018"
379145,NC,Person County,"$125,813"
379147,NC,Pitt County,"$217,669"
379149,NC,Polk County,"$80,371"
379151,NC,Randolph County,"$366,667"
379153,NC,Richmond County,"$152,976"
379155,NC,Robeson County,"$495,720"
379157,NC,Rockingham County,"$373,674"
379159,NC,Rowan County,"$268,342"
379161,NC,Rutherford County,"$250,740"
379163,NC,Sampson County,"$212,411"
379165,NC,Scotland County,"$131,430"
379167,NC,Stanly County,"$204,878"
379169,NC,Stokes County,"$128,569"
379171,NC,Surry County,"$229,540"
379173,NC,Swain County,"$42,268"
379175,NC,Transylvania County,"$77,425"
379177,NC,Tyrrell County,"$17,697"
379179,NC,Union County,"$279,262"
379181,NC,Vance County,"$142,951"
379183,NC,Wake County,"$1,844,518"
379185,NC,Warren County,"$69,393"
379187,NC,Washington County,"$46,269"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
379189,NC,Watauga County,"$167,526"
379191,NC,Wayne County,"$247,140"
379193,NC,Wilkes County,"$191,096"
379195,NC,Wilson County,"$242,567"
379197,NC,Yadkin County,"$109,507"
379199,NC,Yancey County,"$74,229"
380228,ND,Bismarck,"$128,826"
380636,ND,Fargo,"$250,131"
380816,ND,Grand Forks,"$144,422"
389001,ND,Adams County,"$6,105"
389003,ND,Barnes County,"$35,944"
389005,ND,Benson County,"$44,269"
389007,ND,Billings County,"$2,696"
389009,ND,Bottineau County,"$19,189"
389011,ND,Bowman County,"$7,792"
389013,ND,Burke County,"$9,127"
389015,ND,Burleigh County,"$31,146"
389017,ND,Cass County,"$69,532"
389019,ND,Cavalier County,"$9,670"
389021,ND,Dickey County,"$11,244"
389023,ND,Divide County,"$7,778"
389025,ND,Dunn County,"$12,096"
389027,ND,Eddy County,"$9,006"
389029,ND,Emmons County,"$10,936"
389031,ND,Foster County,"$8,148"
389033,ND,Golden Valley County,"$6,240"
389035,ND,Grand Forks County,"$26,604"
389037,ND,Grant County,"$8,386"
389039,ND,Griggs County,"$9,477"
389041,ND,Hettinger County,"$7,408"
389043,ND,Kidder County,"$5,669"
389045,ND,LaMoure County,"$13,426"
389047,ND,Logan County,"$4,444"
389049,ND,McHenry County,"$16,849"
389051,ND,McIntosh County,"$8,151"
389053,ND,McKenzie County,"$39,029"
389055,ND,McLean County,"$23,220"
389057,ND,Mercer County,"$17,229"
389059,ND,Morton County,"$54,488"
389061,ND,Mountrail County,"$25,963"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
389063,ND,Nelson County,"$10,276"
389065,ND,Oliver County,"$3,665"
389067,ND,Pembina County,"$17,621"
389069,ND,Pierce County,"$13,678"
389071,ND,Ramsey County,"$30,401"
389073,ND,Ransom County,"$14,983"
389075,ND,Renville County,"$5,732"
389077,ND,Richland County,"$44,303"
389079,ND,Rolette County,"$80,435"
389081,ND,Sargent County,"$10,091"
389083,ND,Sheridan County,"$6,001"
389085,ND,Sioux County,"$31,371"
389087,ND,Slope County,"$2,990"
389089,ND,Stark County,"$71,224"
389091,ND,Steele County,"$6,913"
389093,ND,Stutsman County,"$45,765"
389095,ND,Towner County,"$7,821"
389097,ND,Traill County,"$21,326"
389099,ND,Walsh County,"$30,961"
389101,ND,Ward County,"$143,448"
389103,ND,Wells County,"$13,661"
389105,ND,Williams County,"$90,187"
390042,OH,Akron,"$5,303,809"
390066,OH,Alliance,"$197,786"
390294,OH,Barberton,"$208,437"
390600,OH,Bowling Green,"$96,934"
390858,OH,Canton,"$2,295,352"
391062,OH,Cincinnati,"$10,083,322"
391104,OH,Cleveland,"$18,722,651"
391110,OH,Cleveland Heights,"$515,190"
391176,OH,Columbus,"$6,430,552"
391320,OH,Cuyahoga Falls,"$212,794"
391362,OH,Dayton,"$5,087,059"
391500,OH,East Cleveland,"$354,347"
391602,OH,Elyria,"$236,584"
391626,OH,Euclid,"$332,734"
391638,OH,Fairborn,"$87,628"
392118,OH,Hamilton City,"$461,098"
392508,OH,Kent,"$96,278"
392526,OH,Kettering,"$180,449"
Geographic,State,NAME,FY 2021 PPRN
Code,,,
392628,OH,Lakewood,"$1,739,157"
392634,OH,Lancaster,"$159,879"
392730,OH,Lima,"$339,102"
392820,OH,Lorain,"$391,004"
393012,OH,Mansfield,"$277,155"
393054,OH,Marietta,"$130,918"
393114,OH,Massillon,"$211,327"
393168,OH,Mentor,"$50,867"
393222,OH,Middletown,"$232,370"
393558,OH,Newark,"$233,513"
394098,OH,Parma,"$308,300"
394680,OH,Sandusky,"$235,624"
394998,OH,Springfield,"$1,636,713"
395016,OH,Steubenville,"$197,015"
395214,OH,Toledo,"$6,525,555"
395454,OH,Warren,"$378,298"
395874,OH,Youngstown,"$3,064,973"
399001,OH,Adams County,"$125,034"
399003,OH,Allen County,"$156,211"
399005,OH,Ashland County,"$182,443"
399007,OH,Ashtabula County,"$399,085"
399009,OH,Athens County,"$315,662"
399011,OH,Auglaize County,"$124,328"
399013,OH,Belmont County,"$265,667"
399015,OH,Brown County,"$154,846"
399017,OH,Butler County,"$398,315"
399019,OH,Carroll County,"$103,366"
399021,OH,Champaign County,"$130,940"
399023,OH,Clark County,"$196,024"
399025,OH,Clermont County,"$308,734"
399027,OH,Clinton County,"$148,353"
399029,OH,Columbiana County,"$374,792"
399031,OH,Coshocton County,"$146,509"
399033,OH,Crawford County,"$169,286"
399035,OH,Cuyahoga County,"$3,564,334"
399037,OH,Darke County,"$200,188"
399039,OH,Defiance County,"$128,555"
399041,OH,Delaware County,"$303,908"
